#{"t_start": 1782408124.5807219, "env_id": "None"}
r,l,t,true_done
0.89,12,21.506796,True
0.89,12,21.513131,True
0.89,12,21.519366,True
0.86,16,21.527661,True
0.87,14,21.534773,True
0.9,12,21.540644,True
0.87,14,21.547561,True
0.87,14,21.555175,True
0.9,12,21.561385,True
0.89,12,21.567594,True
0.9,12,21.573774,True
0.89,12,21.580327,True
0.9,12,21.586686,True
0.9,12,21.593776,True
0.88,14,21.602046,True
0.9,12,21.608574,True
0.89,13,21.615324,True
0.9,12,21.621203,True
0.9,12,21.627076,True
0.9,12,21.632886,True
0.89,12,21.638834,True
0.88,14,21.645845,True
0.88,14,21.65319,True
0.87,14,21.660146,True
0.88,14,21.667086,True
0.86,16,21.675124,True
0.9,12,21.681285,True
0.86,16,21.689541,True
0.9,12,21.696006,True
0.88,14,21.70314,True
0.89,13,21.709653,True
0.9,12,21.715698,True
0.87,14,21.722951,True
0.89,13,21.729764,True
0.89,12,21.736339,True
0.87,15,21.744477,True
0.9,12,21.751001,True
0.9,12,21.757392,True
0.9,12,21.763732,True
0.9,12,21.770071,True
0.88,14,21.777431,True
0.9,12,21.783723,True
0.9,12,21.789865,True
0.88,14,21.797101,True
0.9,12,21.803413,True
0.9,12,21.809876,True
0.89,13,21.816624,True
0.88,13,21.823702,True
0.9,12,21.829908,True
0.9,12,21.836161,True
0.85,17,21.845808,True
0.9,12,21.852174,True
0.88,14,21.859453,True
0.9,12,21.865464,True
0.89,12,21.871538,True
0.86,16,21.87919,True
0.9,12,21.88511,True
0.9,12,21.891187,True
0.89,13,21.897562,True
0.89,12,21.903906,True
0.89,12,21.909913,True
0.87,15,21.917312,True
0.9,12,21.923279,True
0.87,15,21.931163,True
0.89,12,21.937742,True
0.88,14,21.944828,True
0.89,12,21.951418,True
0.88,14,21.958266,True
0.9,12,21.964105,True
0.89,12,21.970005,True
0.88,14,21.976701,True
0.88,14,21.983535,True
0.9,12,21.989523,True
0.89,13,21.995887,True
0.85,16,22.004253,True
0.9,12,22.010229,True
0.86,15,22.017612,True
0.88,14,22.024545,True
0.86,16,22.03242,True
0.9,12,22.038509,True
0.87,15,22.046346,True
0.89,12,22.052724,True
0.85,17,22.061284,True
0.89,12,22.067567,True
0.88,14,22.074745,True
0.88,14,22.081799,True
0.89,13,22.0883,True
0.9,12,22.094444,True
0.9,12,22.100811,True
0.89,12,22.106834,True
0.87,15,22.114406,True
0.89,13,22.120882,True
0.88,14,22.127749,True
0.86,16,22.135818,True
0.89,12,22.142003,True
0.9,12,22.148218,True
0.9,12,22.15448,True
0.89,12,23.093984,True
0.88,14,23.103386,True
0.89,12,23.111719,True
0.9,12,23.119461,True
0.9,12,23.125581,True
0.9,12,23.132276,True
0.88,14,23.142325,True
0.9,12,23.150222,True
0.9,12,23.157032,True
0.9,12,23.164249,True
0.9,12,23.172535,True
0.88,14,23.18092,True
0.89,12,23.187766,True
0.88,14,23.198122,True
0.88,14,23.207791,True
0.89,12,23.214853,True
0.9,12,23.222307,True
0.9,12,23.229805,True
0.89,12,23.237201,True
0.85,17,23.247465,True
0.88,14,23.254795,True
0.9,12,23.260931,True
0.9,12,23.267457,True
0.88,13,23.273945,True
0.9,12,23.280029,True
0.9,12,23.286067,True
0.88,13,23.292631,True
0.9,12,23.298842,True
0.9,12,23.304965,True
0.89,12,23.311206,True
0.89,13,23.318009,True
0.9,12,23.324177,True
0.89,12,23.330395,True
0.87,15,23.338258,True
0.89,12,23.34471,True
0.9,12,23.351116,True
0.88,13,23.357553,True
0.86,16,23.365527,True
0.86,16,23.373526,True
0.9,12,23.379358,True
0.89,13,23.385724,True
0.9,12,23.391595,True
0.87,14,23.398701,True
0.88,14,23.405839,True
0.9,12,23.411831,True
0.85,17,23.420317,True
0.89,13,23.426836,True
0.88,14,23.433882,True
0.9,12,23.440014,True
0.9,12,23.446418,True
0.89,13,23.453083,True
0.9,12,23.459052,True
0.88,13,23.465536,True
0.88,13,23.472108,True
0.87,15,23.479691,True
0.9,12,23.485871,True
0.88,13,23.492309,True
0.9,12,23.498541,True
0.9,12,23.504703,True
0.9,12,23.510856,True
0.9,12,23.517182,True
0.88,14,23.524563,True
0.88,13,23.531132,True
0.89,12,23.537083,True
0.9,12,23.543102,True
0.89,13,23.549463,True
0.88,14,23.556711,True
0.89,12,23.56263,True
