#{"t_start": 1782337715.0566962, "env_id": "None"}
r,l,t,true_done
1.49,12,22.510768,True
0.84,17,22.52664,True
0.86,15,22.54094,True
1.44,17,22.557173,True
0.89,12,22.569419,True
0.88,13,22.58134,True
1.47,14,22.594247,True
1.49,12,22.605341,True
0.83,18,22.624508,True
1.4,21,22.642629,True
1.46,15,22.65426,True
1.49,12,22.664561,True
1.46,15,22.67975,True
0.89,12,22.689116,True
1.48,13,22.698491,True
1.41,20,22.714374,True
1.48,13,22.726792,True
0.89,12,22.73522,True
1.45,16,22.746228,True
1.43,18,22.758138,True
1.42,19,22.77188,True
0.84,17,22.784142,True
1.45,16,22.796149,True
1.47,14,22.805192,True
0.81,20,22.819542,True
1.39,22,22.8344,True
1.46,15,22.844558,True
1.47,14,22.853667,True
0.88,13,22.862841,True
1.37,24,22.879145,True
0.85,16,22.889421,True
1.43,18,22.902098,True
1.47,14,22.91171,True
1.44,17,22.92317,True
1.45,16,22.934399,True
1.43,18,22.946675,True
0.81,20,22.96319,True
1.43,18,22.975934,True
1.46,15,22.986301,True
1.48,13,22.995006,True
1.45,16,23.005379,True
0.86,15,23.016098,True
0.87,14,23.027252,True
1.47,14,23.041141,True
1.39,22,23.06345,True
0.85,16,23.079271,True
1.49,12,23.092276,True
1.43,18,23.111391,True
1.47,14,23.125537,True
0.85,16,23.1419,True
1.47,14,23.153188,True
0.78,23,23.168887,True
1.46,15,23.179885,True
1.49,12,23.187941,True
0.84,17,23.199583,True
1.47,14,23.20877,True
0.84,17,23.227446,True
0.86,15,23.238714,True
1.4,21,23.255764,True
1.47,14,23.266006,True
1.49,12,23.27504,True
1.32,29,23.295615,True
1.47,14,23.304942,True
1.41,20,23.320414,True
1.45,16,23.333018,True
1.45,16,23.34418,True
1.49,12,23.352806,True
1.44,17,23.365594,True
1.47,14,23.375369,True
1.47,14,23.386101,True
1.49,12,23.394548,True
0.89,12,23.402588,True
0.88,13,23.41123,True
1.46,15,23.422097,True
1.47,14,23.433568,True
1.45,16,23.447243,True
0.83,18,23.460264,True
0.87,14,23.470413,True
0.85,16,23.481538,True
0.87,14,23.490964,True
1.42,19,23.504738,True
0.89,12,23.512994,True
1.48,13,23.522065,True
1.46,15,23.533075,True
0.89,12,23.54203,True
1.42,19,23.555301,True
0.87,14,23.564938,True
0.83,18,23.577263,True
1.42,19,23.590429,True
1.44,17,23.601984,True
1.47,14,23.611547,True
0.87,14,23.623501,True
1.49,12,23.632738,True
1.44,17,23.64874,True
1.45,16,23.660495,True
1.48,13,23.669868,True
1.46,15,23.682804,True
0.79,22,23.698301,True
1.47,14,23.707578,True
1.49,12,23.71584,True
0.87,14,23.727022,True
0.89,12,23.735776,True
1.44,17,23.74721,True
1.49,12,23.755168,True
0.89,12,23.764051,True
1.49,12,23.772825,True
1.42,19,23.786581,True
1.45,16,23.80215,True
1.47,14,23.813202,True
1.46,15,23.823817,True
1.45,16,23.834916,True
1.45,16,23.845673,True
1.44,17,23.856647,True
1.43,18,23.869085,True
1.46,15,23.879296,True
0.89,12,23.887526,True
1.44,17,23.899277,True
1.43,18,23.912254,True
1.43,18,23.925023,True
1.45,16,23.936347,True
1.42,19,23.949921,True
1.41,20,23.966577,True
1.49,12,23.978126,True
1.49,12,23.988107,True
1.45,16,24.005394,True
0.88,13,24.019099,True
1.42,19,24.036109,True
1.44,17,24.049692,True
0.83,18,24.063939,True
1.45,16,26.090927,True
0.89,12,26.102223,True
1.45,16,26.116774,True
1.49,12,26.127881,True
1.46,15,26.141775,True
1.49,12,26.152709,True
1.47,14,26.166056,True
1.42,19,26.184294,True
1.46,15,26.198056,True
1.49,12,26.209153,True
1.42,19,26.227837,True
1.43,18,26.244799,True
1.48,13,26.255065,True
1.45,16,26.268436,True
1.45,16,26.281713,True
1.47,14,26.291636,True
1.47,14,26.301613,True
1.49,12,26.31008,True
0.88,13,26.320165,True
0.83,18,26.333289,True
1.46,15,26.344016,True
1.47,14,26.353998,True
1.49,12,26.364079,True
1.45,16,26.380568,True
1.46,15,26.392182,True
1.45,16,26.404347,True
1.49,12,26.414126,True
1.45,16,26.428005,True
1.49,12,26.436746,True
1.49,12,26.445711,True
1.49,12,26.455126,True
1.4,21,26.473026,True
1.49,12,26.48226,True
1.47,14,26.492669,True
0.87,14,26.504859,True
1.42,19,26.522943,True
1.45,16,26.535036,True
1.47,14,26.546515,True
1.41,20,26.562317,True
1.41,20,26.578419,True
