#{"t_start": 1782408269.688641, "env_id": "None"}
r,l,t,true_done
0.84,17,19.951903,True
0.88,13,19.960623,True
0.87,14,19.969937,True
0.86,15,19.979789,True
0.89,12,19.987974,True
0.89,12,19.995823,True
0.79,22,20.010427,True
0.87,14,20.019635,True
0.86,15,20.029403,True
0.85,16,20.040178,True
0.88,13,20.04885,True
0.84,17,20.059982,True
0.89,12,20.067979,True
0.86,15,20.077872,True
0.88,13,20.086546,True
0.85,16,20.09742,True
0.87,14,20.106588,True
0.89,12,20.114539,True
0.89,12,20.122641,True
0.87,14,20.131726,True
0.87,14,20.141032,True
0.84,17,20.152264,True
0.89,12,20.16087,True
0.86,15,20.172473,True
0.84,17,20.184729,True
0.89,12,20.193088,True
0.88,13,20.202188,True
0.8,21,20.216975,True
0.8,21,20.231669,True
0.86,15,20.241682,True
0.89,12,20.250026,True
0.89,12,20.258285,True
0.89,12,20.267215,True
0.87,14,20.276773,True
0.86,15,20.286662,True
0.89,12,20.294763,True
0.86,15,20.305191,True
0.89,12,20.313216,True
0.87,14,20.322533,True
0.87,14,20.332012,True
0.86,15,20.342444,True
0.89,12,20.350264,True
0.86,15,20.360116,True
0.89,12,20.368196,True
0.89,12,20.376349,True
0.83,18,20.388344,True
0.85,16,20.399153,True
0.89,12,20.407408,True
0.87,14,20.417121,True
0.86,15,20.427184,True
0.86,15,20.437403,True
0.8,21,20.451211,True
0.89,12,20.459557,True
0.89,12,21.774613,True
0.87,14,21.787156,True
0.88,13,21.797628,True
0.89,12,21.807315,True
0.87,14,21.818837,True
0.89,12,21.827348,True
0.84,17,21.841136,True
0.89,12,21.850011,True
0.89,12,21.858458,True
0.88,13,21.868338,True
0.84,17,21.881176,True
0.87,14,21.891083,True
0.85,16,21.90318,True
0.89,12,21.912128,True
0.88,13,21.921156,True
0.86,15,21.932638,True
0.89,12,21.9419,True
0.89,12,21.951184,True
0.89,12,21.959661,True
0.88,13,21.968236,True
0.89,12,21.975731,True
0.89,12,21.983625,True
0.87,14,21.992772,True
0.87,14,22.001983,True
0.86,15,22.012127,True
0.88,13,22.020776,True
0.88,13,22.029865,True
0.89,12,22.037982,True
0.89,12,22.046524,True
0.89,12,22.055078,True
0.89,12,22.064382,True
0.89,12,22.073437,True
0.88,13,22.08291,True
0.89,12,22.091636,True
0.89,12,22.10126,True
0.86,15,22.112734,True
0.87,14,22.123011,True
0.87,14,22.134005,True
0.89,12,22.142725,True
0.87,14,22.153505,True
0.86,15,22.164942,True
0.88,13,22.176796,True
0.88,13,22.186569,True
0.89,12,22.195782,True
0.89,12,22.205858,True
0.87,14,22.216844,True
0.88,13,22.226289,True
0.84,17,22.240727,True
0.88,13,22.251459,True
0.88,13,22.262194,True
0.89,12,22.27145,True
0.85,16,22.282694,True
0.89,12,22.291289,True
0.89,12,22.301685,True
0.84,17,22.318118,True
0.87,14,22.328393,True
0.89,12,22.338509,True
0.89,12,22.348571,True
0.89,12,22.361023,True
0.89,12,22.370372,True
0.89,12,22.38063,True
0.87,14,22.391378,True
0.89,12,22.40193,True
0.87,14,22.412417,True
0.85,16,22.42422,True
0.89,12,22.433625,True
0.88,13,22.442756,True
0.89,12,22.451963,True
0.89,12,22.460007,True
0.87,14,22.46996,True
0.89,12,22.478676,True
0.87,14,22.488363,True
0.82,19,22.501343,True
0.89,12,22.509257,True
0.89,12,22.517215,True
0.89,12,22.525259,True
0.85,16,22.53595,True
0.89,12,22.544153,True
0.89,12,22.552347,True
0.89,12,22.560331,True
0.88,13,22.569034,True
0.89,12,22.577022,True
0.86,15,22.586898,True
0.82,19,22.599622,True
0.85,16,22.610821,True
0.85,16,22.621285,True
0.89,12,22.629465,True
0.89,12,22.637368,True
0.88,13,22.646993,True
0.89,12,22.655691,True
0.89,12,22.664017,True
0.89,12,22.672126,True
0.87,14,22.681951,True
0.89,12,22.690172,True
0.84,17,22.702207,True
0.89,12,22.710392,True
0.87,14,22.720152,True
0.88,13,22.728742,True
0.87,14,22.739491,True
0.87,14,22.75078,True
0.88,13,22.760227,True
0.88,13,22.770034,True
0.88,13,22.780245,True
0.89,12,22.78942,True
0.88,13,22.799476,True
0.86,15,22.810191,True
0.85,16,22.822341,True
0.87,14,22.832941,True
0.88,13,22.842299,True
0.89,12,22.851614,True
0.84,17,22.86456,True
0.81,20,22.878986,True
0.89,12,22.888132,True
0.87,14,22.899187,True
0.89,12,22.907666,True
0.89,12,22.916657,True
0.88,13,22.925452,True
0.89,12,22.934017,True
0.89,12,22.94245,True
0.89,12,22.950836,True
0.86,15,22.961373,True
0.89,12,22.969961,True
0.89,12,22.978365,True
0.89,12,22.987021,True
0.85,16,22.997969,True
0.88,13,23.007008,True
